question,response,label
what is your name?,zakariya,name
what do you like to eat?,butter,food
what do you like to eat?,mixed-vegetables,food
what is your favorite color?,spring green,color
what is your favorite animal?,tortoise,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,apple,food
what is your favorite color?,laser lemon,color
what is your name?,naresh,name
what is your name?,shabaj,name
what do you like to eat?,butter,food
what do you like to eat?,tomato,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,mixed-vegetables,food
what is your favorite animal?,hare,animal
what is your favorite animal?,bobolink,animal
what is your favorite color?,camel,color
what do you like to eat?,banana,food
what is your favorite color?,amazon,color
what do you like to eat?,croissant,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,straw,color
what is your favorite animal?,blackbird,animal
what do you like to eat?,poha,food
what do you like to eat?,perch,invalid
what do you like to eat?,tropical rain forest,invalid
what do you like to eat?,attu,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,cyan cornflower blue,color
what do you like to eat?,honey,food
what is your favorite animal?,bat,animal
what do you like to eat?,wine-red,food
what do you like to eat?,bombil fry,food
what do you like to eat?,french-beans,food
what do you like to eat?,french-beans,food
what do you like to eat?,egg,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,very pale orange,color
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,charleston green,color
what is your favorite color?,royal blue,color
what do you like to eat?,dolphin,invalid
what do you like to eat?,butter,food
what is your favorite animal?,bug,animal
what do you like to eat?,carrot,food
what is your favorite color?,maximum green yellow,color
what is your favorite animal?,vicuna,animal
what is your favorite animal?,nurse,animal
what do you like to eat?,papadum,food
what do you like to eat?,manta,invalid
what is your favorite animal?,dog,animal
what is your favorite animal?,domestic,animal
what do you like to eat?,chicken,food
what do you like to eat?,egg,food
what is your favorite animal?,manatee,animal
what do you like to eat?,tomato,food
what is your favorite color?,coral,invalid
what is your favorite animal?,crane,animal
what do you like to eat?,butter,food
what is your favorite animal?,cheese,invalid
what do you like to eat?,broccoli,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,pizza-margherita-baked,food
what is your favorite color?,indigo,color
what is your favorite animal?,bread-wholemeal,invalid
what do you like to eat?,mayonnaise,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,broccoli,food
what is your favorite animal?,dog,animal
what do you like to eat?,pickle,food
what do you like to eat?,banana,food
what do you like to eat?,almonds,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,divyam,name
what is your name?,mila,name
what do you like to eat?,avocado,food
what is your favorite animal?,african,animal
what is your favorite animal?,ham-raw,invalid
what is your favorite animal?,armadillo,animal
what is your favorite animal?,tortoise,animal
what is your favorite animal?,lynx,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,oriole,animal
what do you like to eat?,tomato,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,fox,animal
what do you like to eat?,mayonnaise,food
what is your favorite animal?,possum,animal
what is your favorite color?,ku crimson,color
what is your favorite animal?,leopard,animal
what do you like to eat?,dark-chocolate,food
what is your name?,shantae,name
what do you like to eat?,ham-raw,food
what is your favorite color?,blue (ncs),color
what do you like to eat?,wine-red,food
what do you like to eat?,chips-french-fries,food
what do you like to eat?,biscuits,food
what do you like to eat?,wine-red,food
what is your favorite color?,spanish viridian,color
what do you like to eat?,wine-red,food
what do you like to eat?,cucumber,food
what is your favorite animal?,catshark,animal
what do you like to eat?,chips-french-fries,food
what do you like to eat?,apple,food
what do you like to eat?,bread-wholemeal,food
what is your name?,aparna,name
what do you like to eat?,avocado,food
what is your favorite animal?,spoonbill,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,jack,animal
what is your favorite color?,yellow (munsell),color
what do you like to eat?,gruyere,food
what do you like to eat?,cheese,food
what do you like to eat?,strawberries,food
what do you like to eat?,rice,food
what is your favorite animal?,coated,animal
what do you like to eat?,bread-french-white-flour,food
what is your favorite animal?,marmot,animal
what is your name?,aarjay,name
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,squirrel,animal
what do you like to eat?,banana,food
what is your favorite animal?,mouse,animal
what is your favorite animal?,meadowlark,animal
what do you like to eat?,carrot,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,tomato,food
what is your favorite animal?,arctic,animal
what do you like to eat?,cheese,food
what is your favorite animal?,wildcat,animal
what is your favorite animal?,kiwi,animal
what is your favorite animal?,cuscus,animal
what is your favorite color?,salad-leaf-salad-green,invalid
what is your favorite animal?,toad,animal
what is your name?,mayukh,name
what is your favorite color?,silver chalice,color
what do you like to eat?,egg,food
what is your favorite animal?,dane,animal
what is your favorite animal?,aldabra,animal
what do you like to eat?,wine-red,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,water-mineral,food
what is your favorite animal?,bread-wholemeal,invalid
what is your favorite color?,alice blue,color
what do you like to eat?,cheese,food
what do you like to eat?,carrot,food
what do you like to eat?,salami,food
what do you like to eat?,kumol sawul,food
what is your name?,kishore,name
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,bread-whole-wheat,food
what is your name?,hritika,name
what do you like to eat?,beer,food
what is your favorite animal?,guineafowl,animal
what is your favorite color?,lemon chiffon,color
what is your favorite color?,deer,color
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,boisson-au-glucose-50g,food
what is your favorite animal?,black,animal
what do you like to eat?,zucchini,food
what do you like to eat?,wine-red,food
what is your favorite color?,lavender blue,color
what is your favorite color?,amethyst,color
what do you like to eat?,jam,food
what do you like to eat?,zucchini,food
what do you like to eat?,bleu de france,invalid
what is your favorite animal?,man,animal
what is your favorite animal?,seal,animal
what is your favorite animal?,hybrid,animal
what is your favorite color?,russian violet,color
what do you like to eat?,butter,food
what do you like to eat?,butter,food
what do you like to eat?,mayonnaise,food
what is your favorite animal?,crane,animal
what is your name?,preetesh,name
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,french-beans,food
what is your favorite color?,scarlet,color
what is your favorite animal?,narwhal,animal
what is your favorite color?,fuchsia rose,color
what is your name?,yogita,name
what do you like to eat?,bread-french-white-flour,food
what do you like to eat?,chips-french-fries,food
what is your name?,harpal,name
what is your favorite animal?,peacock,animal
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,sweet-pepper,food
what do you like to eat?,parmesan,food
what do you like to eat?,wine-red,food
what is your name?,sonu,name
what is your favorite animal?,frog,animal
what do you like to eat?,jiyana,invalid
what is your name?,viviktha,name
what is your favorite animal?,wolverine,animal
what do you like to eat?,tomato,food
what is your name?,shaad,name
what do you like to eat?,leaf-spinach,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,butterfly,animal
what do you like to eat?,rice,food
what is your name?,romik,name
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,tomato,food
what do you like to eat?,salmon,food
what is your name?,rajendra,name
what is your favorite animal?,gorilla,animal
what is your favorite color?,ruby red,color
what is your favorite animal?,quokka,animal
what is your favorite animal?,cat,animal
what do you like to eat?,banana,food
what do you like to eat?,broccoli,food
what is your name?,pizza-margherita-baked,invalid
what is your name?,shreyash,name
what do you like to eat?,broccoli,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,shweta,name
what do you like to eat?,water-mineral,food
what do you like to eat?,egg,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,vamshi,name
what is your name?,utsav,name
what do you like to eat?,almonds,food
what is your favorite color?,st. patrick's blue,color
what do you like to eat?,broccoli,food
what do you like to eat?,tea,food
what do you like to eat?,broccoli,food
what is your favorite color?,baker-miller pink,color
what do you like to eat?,bread-sourdough,food
what do you like to eat?,leaf-spinach,food
what do you like to eat?,cheese,food
what is your favorite color?,gruyere,invalid
what do you like to eat?,chicken,food
what do you like to eat?,pickle,food
what do you like to eat?,cheese,food
what do you like to eat?,rice,food
what is your favorite animal?,japanese,animal
what is your name?,riddhiman,name
what is your favorite animal?,nurse,animal
what is your name?,pranjali,name
what do you like to eat?,bread-whole-wheat,food
what do you like to eat?,leaf-spinach,food
what is your favorite color?,ebony,color
what do you like to eat?,shalin,invalid
what do you like to eat?,egg,food
what is your favorite animal?,spaniel,animal
what is your favorite animal?,penguin,animal
what do you like to eat?,french-beans,food
what do you like to eat?,banana,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,banana,food
what do you like to eat?,tea,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,ekani,name
what do you like to eat?,dark-chocolate,food
what do you like to eat?,paratha,food
what do you like to eat?,bread-sourdough,food
what is your name?,ari,name
what do you like to eat?,strawberries,food
what do you like to eat?,carrot,food
what do you like to eat?,carrot,food
what do you like to eat?,wine-red,food
what is your name?,thanya,name
what do you like to eat?,onion,food
what is your favorite animal?,woodpecker,animal
what is your favorite animal?,bolognese,animal
what do you like to eat?,banana,food
what do you like to eat?,strawberries,food
what is your favorite animal?,grey,animal
what is your favorite color?,anti-flash white,color
what do you like to eat?,almonds,food
what is your favorite animal?,seal,animal
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,butter,food
what do you like to eat?,tomato,food
what do you like to eat?,rice,food
what is your favorite animal?,african,animal
what do you like to eat?,mixed-nuts,food
what is your favorite color?,fiery rose,color
what do you like to eat?,mandarine,food
what do you like to eat?,carrot,food
what do you like to eat?,tea,food
what is your favorite animal?,tomato,invalid
what is your favorite animal?,hyena,animal
what do you like to eat?,carrot,food
what is your favorite animal?,butterfly,animal
what is your favorite color?,congo pink,color
what do you like to eat?,butter,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,ham-raw,food
what do you like to eat?,pickle,food
what is your favorite color?,red (munsell),color
what is your name?,sonal,name
what is your favorite animal?,russel,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,boisson-au-glucose-50g,food
what do you like to eat?,mixed-vegetables,food
what is your favorite animal?,hammerhead,animal
what do you like to eat?,carrot,food
what is your favorite animal?,asiatic,animal
what do you like to eat?,rice,food
what do you like to eat?,jam,food
what is your favorite animal?,yak,animal
what is your favorite animal?,ragdoll,animal
what do you like to eat?,cheese,food
what do you like to eat?,carrot,food
what do you like to eat?,croissant,food
what is your name?,nidra,name
what is your favorite animal?,vampire,animal
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,tea,food
what is your favorite animal?,afghan,animal
what do you like to eat?,salami,food
what is your name?,anavi,name
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,potatoes-steamed,food
what is your name?,sai,name
what do you like to eat?,vampire,invalid
what is your name?,tortoise,invalid
what is your name?,butter,invalid
what is your favorite animal?,bull,animal
what do you like to eat?,mixed-vegetables,food
what is your favorite animal?,sumatran,animal
what is your favorite animal?,hammerhead,animal
what do you like to eat?,bread-french-white-flour,food
what is your favorite animal?,tamarin,animal
what do you like to eat?,jam,food
what is your favorite animal?,red,animal
what is your name?,ruchika,name
what is your favorite color?,light khaki,color
what is your name?,deepika,name
what do you like to eat?,tomato,food
what is your favorite animal?,wallaby,animal
what is your name?,sahiti,name
what do you like to eat?,wine-white,food
what is your favorite color?,kobicha,color
what is your favorite animal?,pinscher,animal
what do you like to eat?,rice,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,sweet-pepper,food
what do you like to eat?,carrot,food
what do you like to eat?,cheese,food
what is your name?,nila,name
what is your favorite color?,ming,color
what do you like to eat?,salami,food
what do you like to eat?,pickle,food
what is your favorite animal?,yak,animal
what is your favorite animal?,gorilla,animal
what is your name?,rashmi,name
what do you like to eat?,broccoli,food
what do you like to eat?,butter,food
what do you like to eat?,banana,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,carrot,food
what do you like to eat?,butter,food
what is your favorite animal?,sloth,animal
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,apple,food
what is your favorite animal?,tiger,animal
what do you like to eat?,beer,food
what is your name?,yakshit,name
what is your name?,vishnu,name
what do you like to eat?,cheese,food
what do you like to eat?,salmon,food
what is your name?,annanya,name
what is your favorite animal?,ferret,animal
what do you like to eat?,carrot,food
what do you like to eat?,theeyal,food
what is your favorite color?,violet (color wheel),color
what is your favorite animal?,snake,animal
what is your name?,prasad,name
what is your favorite animal?,baboon,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,soft-cheese,food
what do you like to eat?,beer,food
what do you like to eat?,mandarine,food
what is your favorite color?,red-purple,color
what is your favorite animal?,crayfish,animal
what is your favorite animal?,english,animal
what do you like to eat?,egg,food
what is your favorite animal?,jam,invalid
what is your favorite animal?,cottontop,animal
what is your favorite color?,arctic lime,color
what do you like to eat?,tea-green,food
what do you like to eat?,tomato,food
what do you like to eat?,ham-raw,food
what is your favorite animal?,bee,animal
what is your name?,apple,invalid
what do you like to eat?,tomato,food
what is your name?,aariz,name
what is your favorite color?,toolbox,color
what is your name?,manorma,name
what do you like to eat?,honey,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite animal?,zebra,animal
what is your favorite color?,light taupe,color
what do you like to eat?,butter,food
what do you like to eat?,dark-chocolate,food
what do you like to eat?,wine-white,food
what is your favorite animal?,bread-sourdough,invalid
what do you like to eat?,strawberries,food
what do you like to eat?,avocado,food
what is your name?,hemanshu,name
what is your favorite animal?,manatee,animal
what do you like to eat?,hard-cheese,food
what is your name?,nidhi,name
what is your name?,urmila,name
what is your name?,asif,name
what is your favorite animal?,panda,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,mint,color
what do you like to eat?,kuzhakkattai,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,bread-french-white-flour,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,tomato,invalid
what do you like to eat?,hard-cheese,food
what is your favorite animal?,eagle,animal
what is your name?,monica,name
what is your favorite color?,jonquil,color
what do you like to eat?,salmon,food
what is your favorite animal?,shark,animal
what do you like to eat?,kalpana,invalid
what do you like to eat?,jam,food
what do you like to eat?,mixed-nuts,food
what is your favorite animal?,scorpion,animal
what is your favorite color?,dark gunmetal,color
what is your favorite color?,louse,invalid
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,mixed-vegetables,food
what is your favorite color?,carnation pink,color
what do you like to eat?,wine-red,food
what do you like to eat?,carrot,food
what is your name?,akshat,name
what is your name?,sukirti,name
what do you like to eat?,carrot,food
what is your favorite color?,plum (web),color
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,pika,animal
what is your favorite animal?,barracuda,animal
what is your favorite color?,light cyan,color
what is your favorite animal?,prairie,animal
what is your name?,apple,invalid
what is your favorite animal?,reef,animal
what do you like to eat?,sweet-pepper,food
what do you like to eat?,wine-white,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,double ka meetha,food
what do you like to eat?,strawberries,food
what do you like to eat?,egg,food
what is your favorite animal?,parrot,animal
what is your name?,thanmayi,name
what is your favorite animal?,tapir,animal
what is your favorite animal?,quelea,animal
what is your favorite animal?,buffalo,animal
what do you like to eat?,cucumber,food
what do you like to eat?,tomato,food
what is your favorite animal?,shepherd,animal
what do you like to eat?,sweet-pepper,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,almonds,food
what do you like to eat?,almonds,food
what do you like to eat?,tomato,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,broccoli,food
what is your name?,kaira,name
what is your name?,farida,name
what is your favorite animal?,birds,animal
what is your name?,navodit,name
what is your favorite animal?,meerkat,animal
what do you like to eat?,egg,food
what do you like to eat?,monte,invalid
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,butter,food
what is your favorite color?,royal azure,color
what do you like to eat?,keerai sadam,food
what is your name?,shashwat,name
what is your favorite animal?,sea,animal
what do you like to eat?,french-beans,food
what is your name?,monti,name
what is your favorite color?,razzmatazz,color
what do you like to eat?,water-mineral,food
what is your favorite animal?,society,animal
what do you like to eat?,haq maas,food
what do you like to eat?,butter,food
what is your favorite animal?,terrier,animal
what is your favorite color?,fuchsia purple,color
what do you like to eat?,cheese,food
what is your name?,paawan,name
what is your favorite color?,denim,color
what do you like to eat?,chips-french-fries,food
what is your favorite color?,light red ochre,color
what is your name?,chicken,invalid
what do you like to eat?,wine-white,food
what is your name?,yauva,name
what is your favorite animal?,australian,animal
what do you like to eat?,strawberries,food
what is your favorite color?,hasni,invalid
what is your favorite animal?,gorilla,animal
what is your favorite animal?,quokka,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,egg,food
what do you like to eat?,mandarine,food
what do you like to eat?,corn,food
what do you like to eat?,chicken,food
what is your name?,sanskriti,name
what is your favorite animal?,american,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,bleu de france,invalid
what is your name?,brahmaputra,name
what is your name?,ambika,name
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,butter,food
what is your name?,chandrashekhar,name
what is your favorite animal?,horse,animal
what do you like to eat?,hard-cheese,food
what is your favorite animal?,sea,animal
what is your name?,qadir,name
what do you like to eat?,biscuits,food
what is your name?,kawaljit,name
what is your favorite animal?,squirrel,animal
what do you like to eat?,cheese,food
what do you like to eat?,carrot,food
what do you like to eat?,zucchini,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,tarak,name
what is your favorite color?,burnished brown,color
what is your favorite color?,sage,color
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,snapping,animal
what do you like to eat?,zucchini,food
what is your favorite animal?,lion,animal
what is your name?,tarique,name
what is your favorite animal?,bear,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,china pink,color
what is your favorite animal?,scale,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,jaganath,name
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,boisson-au-glucose-50g,food
what do you like to eat?,soft-cheese,food
what is your favorite animal?,buffalo,animal
what do you like to eat?,jam,food
what is your name?,zain,name
what is your name?,zahed,name
what do you like to eat?,chicken,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,cheese,food
what is your name?,kanimoli,name
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,blueberry,color
what do you like to eat?,hard-cheese,food
what do you like to eat?,rice,food
what do you like to eat?,carrot,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,rice,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,swift,animal
what is your favorite animal?,terrier,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,almonds,food
what is your name?,dev,name
what is your favorite color?,verdigris,color
what do you like to eat?,tea,food
what is your favorite animal?,tuna,animal
what is your favorite animal?,skink,animal
what do you like to eat?,tea-green,food
what is your favorite animal?,birman,animal
what do you like to eat?,tea-green,food
what is your name?,mahek,name
what is your favorite animal?,stoat,animal
what do you like to eat?,sev tameta,food
what is your name?,kashif,name
what do you like to eat?,sauce-savoury,food
what do you like to eat?,water-mineral,food
what is your name?,sravya,name
what is your favorite animal?,lizard,animal
what is your favorite animal?,ani,animal
what is your favorite animal?,malayan,animal
what is your name?,vaishali,name
what is your name?,karali,name
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,dolphin,animal
what is your favorite animal?,tuna,animal
what is your favorite color?,english green,color
what do you like to eat?,salmon,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,jam,food
what is your favorite animal?,tiger,animal
what is your name?,aadita,name
what is your favorite animal?,antlion,animal
what do you like to eat?,tea,food
what do you like to eat?,strawberries,food
what is your favorite color?,titanium yellow,color
what do you like to eat?,potatoes-steamed,food
what is your favorite animal?,galapagos,animal
what is your name?,saravanan,name
what is your name?,monu,name
what is your favorite animal?,mastiff,animal
what is your name?,brajesh,name
what is your name?,vikas,name
what is your favorite color?,pullman green,color
what do you like to eat?,gruyere,food
what do you like to eat?,biscuits,food
what is your favorite color?,sandy brown,color
what is your favorite color?,atomic tangerine,color
what is your name?,ram,name
what is your favorite animal?,jay,animal
what do you like to eat?,croissant,food
what is your favorite color?,sea green,color
what do you like to eat?,mixed-nuts,food
what do you like to eat?,salami,food
what is your favorite animal?,asiatic,animal
what do you like to eat?,strawberries,food
what do you like to eat?,imarti,food
what is your favorite color?,fuchsia (crayola),color
what is your favorite animal?,leopard,animal
what is your name?,mohan,name
what is your favorite animal?,palm,animal
what is your name?,soumitra,name
what do you like to eat?,carrot,food
what is your favorite animal?,widow,animal
what is your favorite animal?,dog,animal
what is your favorite animal?,poodle,animal
what do you like to eat?,wine-red,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,apple,food
what do you like to eat?,cucumber,food
what do you like to eat?,tea,food
what do you like to eat?,jam,food
what do you like to eat?,spitz,invalid
what is your favorite animal?,finch,animal
what is your name?,suhani,name
what is your favorite color?,black bean,color
what is your favorite animal?,sheep,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,water-mineral,food
what is your favorite animal?,rice,invalid
what is your favorite animal?,hyrax,animal
what is your name?,charusila,name
what is your name?,santosh,name
what do you like to eat?,egg,food
what is your favorite animal?,crocodile,animal
what is your favorite animal?,spiny,animal
what is your favorite color?,salmon,invalid
what do you like to eat?,dark-chocolate,food
what is your favorite animal?,stoat,animal
what is your favorite animal?,cucumber,invalid
what do you like to eat?,leaf-spinach,food
what is your favorite animal?,bear,animal
what do you like to eat?,almonds,food
what is your name?,subhashis,name
what is your favorite color?,dark liver,color
what is your name?,anum,name
what is your favorite animal?,goat,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,dark-chocolate,food
what do you like to eat?,butter,food
what is your favorite color?,green lizard,color
what do you like to eat?,dark-chocolate,food
what is your name?,bhavani,name
what do you like to eat?,boisson-au-glucose-50g,food
what is your name?,kaushambi,name
what do you like to eat?,mixed-vegetables,food
what is your name?,shyam,name
what is your favorite animal?,mastiff,animal
what do you like to eat?,apple,food
what do you like to eat?,salmon,food
what is your favorite animal?,king,animal
what is your name?,kshitij,name
what do you like to eat?,apple,food
what is your favorite animal?,sheep,animal
what do you like to eat?,carrot,food
what is your favorite animal?,squid,animal
what do you like to eat?,boisson-au-glucose-50g,food
what is your favorite animal?,tortoise,animal
what is your favorite animal?,sloth,animal
what do you like to eat?,rice,food
what is your favorite color?,pale turquoise,color
what is your favorite animal?,otter,animal
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,egg,food
what is your favorite color?,steel pink,color
what is your favorite animal?,old,animal
what do you like to eat?,wine-red,food
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,spanish sky blue,color
what is your favorite animal?,angelfish,animal
what is your favorite animal?,brazilian,animal
what is your favorite animal?,water,animal
what is your favorite animal?,beakedwhale,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,keerai kootu,food
what is your favorite animal?,bearded,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,prahlad,name
what do you like to eat?,banana,food
what is your favorite animal?,coonhound,animal
what do you like to eat?,bread-wholemeal,food
what is your name?,zebra,invalid
what do you like to eat?,biscuits,food
what is your favorite color?,pink pearl,color
what is your name?,ankolika,name
what is your favorite animal?,bat,animal
what do you like to eat?,egg,food
what is your name?,jimi,name
what is your favorite animal?,buffalo,animal
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,fruit,animal
what is your name?,snehil,name
what is your favorite animal?,quoll,animal
what do you like to eat?,tea,food
what do you like to eat?,jam,food
what is your favorite animal?,walrus,animal
what is your name?,tvarika,name
what is your favorite animal?,uakari,animal
what is your favorite animal?,markhor,animal
what do you like to eat?,tomato,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,cucumber,food
what is your name?,mukund,name
what do you like to eat?,pickle,food
what is your favorite animal?,crested,animal
what is your name?,parth,name
what do you like to eat?,wine-red,food
what is your favorite animal?,koi,animal
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,mixed-nuts,food
what is your favorite animal?,wine-white,invalid
what is your name?,rahul,name
what do you like to eat?,butter,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,lavender rose,color
what do you like to eat?,tomato,food
what do you like to eat?,wine-white,food
what do you like to eat?,tea,food
what is your favorite animal?,spaniel,animal
what do you like to eat?,apple,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite animal?,dragonfly,animal
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,honey,food
what do you like to eat?,koldil duck,food
what is your favorite color?,bangladesh green,color
what do you like to eat?,french-beans,food
what do you like to eat?,tomato,food
what do you like to eat?,potatoes-steamed,food
what is your favorite animal?,deutsche,animal
what is your favorite animal?,bandicoot,animal
what is your favorite color?,celadon blue,color
what is your name?,nallarasi,name
what is your name?,uzair,name
what is your name?,anshul,name
what is your favorite animal?,terrier,animal
what do you like to eat?,wine-white,food
what do you like to eat?,hard-cheese,food
what is your name?,ishan,name
what do you like to eat?,rice,food
what is your name?,raman,name
what is your name?,suchita,name
what do you like to eat?,pani pitha,food
what is your favorite animal?,zonkey,animal
what do you like to eat?,boisson-au-glucose-50g,food
what is your name?,daiwik,name
what is your name?,carrot,invalid
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,gruyere,food
what is your favorite animal?,goat,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,cheese,food
what is your name?,radheyshyam,name
what is your name?,bhoopendra,name
what do you like to eat?,tea,food
what is your favorite animal?,salamander,animal
what do you like to eat?,coffee-with-caffeine,food
what is your name?,ibrahim,name
what do you like to eat?,jam,food
what do you like to eat?,dark-chocolate,food
what do you like to eat?,jam,food
what do you like to eat?,chhena kheeri,food
what is your favorite animal?,bonobo,animal
what is your favorite animal?,cattle,animal
what do you like to eat?,croissant,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,mayonnaise,food
what do you like to eat?,bread-wholemeal,food
what is your name?,prachi,name
what is your name?,hari,name
what is your name?,ranjeet,name
what is your favorite animal?,lynx,animal
what is your favorite animal?,egret,animal
what do you like to eat?,wine-white,food
what do you like to eat?,tea-green,food
what do you like to eat?,pasta-spaghetti,food
what is your name?,lemon glacier,invalid
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,dark tan,color
what is your favorite animal?,tree,animal
what is your favorite animal?,bird,animal
what do you like to eat?,sweet-pepper,food
what is your favorite color?,rose bonbon,color
what do you like to eat?,hard-cheese,food
what is your favorite animal?,pinniped,animal
what is your favorite animal?,hedgehog,animal
what is your favorite animal?,ragdoll,animal
what do you like to eat?,honey,food
what is your favorite animal?,great,animal
what is your name?,aayush,name
what do you like to eat?,wine-red,food
what is your favorite animal?,tea,invalid
what is your favorite animal?,tiglon,animal
what is your favorite animal?,bull,animal
what do you like to eat?,apple,food
what do you like to eat?,apple,food
what is your favorite animal?,sugar,animal
what is your favorite animal?,armadillo,animal
what do you like to eat?,hard-cheese,food
what is your favorite color?,hollywood cerise,color
what is your favorite animal?,mastiff,animal
what is your favorite animal?,hedgehog,animal
what do you like to eat?,tomato,food
what is your favorite color?,mouni,invalid
what do you like to eat?,rice,food
what is your favorite animal?,whale,animal
what is your favorite animal?,parrot,animal
what is your favorite animal?,booby,animal
what do you like to eat?,broccoli,food
what do you like to eat?,rice,food
what do you like to eat?,honey,food
what do you like to eat?,chicken,food
what do you like to eat?,rice,food
what do you like to eat?,water-mineral,food
what do you like to eat?,cheese,food
what is your favorite animal?,goose,animal
what do you like to eat?,apple,food
what is your favorite animal?,stingray,animal
what do you like to eat?,chicken,food
what is your name?,tushar,name
what is your favorite animal?,drever,animal
what is your favorite animal?,american,animal
